year,season,district_name,mandal_name,crop,normal_area,actual_area
2018-2019,Rabi,Adilabad,Mavala,Tabacco,0,0
2018-2019,Rabi,Adilabad,Adilabad (Urban),Tabacco,0,0
2018-2019,Rabi,Adilabad,Jainath,Tabacco,0,0
2018-2019,Rabi,Adilabad,Bela,Tabacco,0,0
2018-2019,Rabi,Adilabad,Ichoda,Tabacco,0,0
2018-2019,Rabi,Adilabad,Srikonda,Tabacco,1,0
2018-2019,Rabi,Adilabad,Gudihathnoor,Tabacco,0,0
2018-2019,Rabi,Adilabad,Utnoor,Tabacco,0,0
2018-2019,Rabi,Adilabad,Inderavelly,Tabacco,0,0
2018-2019,Rabi,Adilabad,Narnoor,Tabacco,1,0
2018-2019,Rabi,Adilabad,Gadiguda,Tabacco,0,0
2018-2019,Rabi,Adilabad,Boath,Tabacco,0,0
2018-2019,Rabi,Adilabad,Bazarhatnoor,Tabacco,0,0
2018-2019,Rabi,Adilabad,Neradigonda,Tabacco,0,0
2018-2019,Rabi,Adilabad,Bheempur,Tabacco,0,0
2018-2019,Rabi,Adilabad,Tamsi,Tabacco,0,0
2018-2019,Rabi,Adilabad,Talamadugu,Tabacco,0,0
2018-2019,Rabi,Adilabad,Adilabad (Rural),Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Mavala,Other Non-Food Crops,1,0
2018-2019,Rabi,Adilabad,Adilabad (Urban),Other Non-Food Crops,2,0
2018-2019,Rabi,Adilabad,Jainath,Other Non-Food Crops,21,0
2018-2019,Rabi,Adilabad,Bela,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Ichoda,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Srikonda,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Gudihathnoor,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Utnoor,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Inderavelly,Other Non-Food Crops,1,0
2018-2019,Rabi,Adilabad,Narnoor,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Gadiguda,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Boath,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Bazarhatnoor,Other Non-Food Crops,13,0
2018-2019,Rabi,Adilabad,Neradigonda,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Bheempur,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Tamsi,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Talamadugu,Other Non-Food Crops,0,0
2018-2019,Rabi,Adilabad,Adilabad (Rural),Gross areas ,736,791
2018-2019,Rabi,Adilabad,Mavala,Gross areas ,31,37
2018-2019,Rabi,Adilabad,Adilabad (Urban),Gross areas ,5,0
2018-2019,Rabi,Adilabad,Jainath,Gross areas ,3439,7275
2018-2019,Rabi,Adilabad,Bela,Gross areas ,1826,2450
2018-2019,Rabi,Adilabad,Ichoda,Gross areas ,1499,617
2018-2019,Rabi,Adilabad,Srikonda,Gross areas ,82,380
2018-2019,Rabi,Adilabad,Gudihathnoor,Gross areas ,904,1080.2
2018-2019,Rabi,Adilabad,Utnoor,Gross areas ,1328,1096
2018-2019,Rabi,Adilabad,Inderavelly,Gross areas ,1045,757
2018-2019,Rabi,Adilabad,Narnoor,Gross areas ,872,369
2018-2019,Rabi,Adilabad,Gadiguda,Gross areas ,96,730
2018-2019,Rabi,Adilabad,Boath,Gross areas ,1876,2210
2018-2019,Rabi,Adilabad,Bazarhatnoor,Gross areas ,1383,1965
2018-2019,Rabi,Adilabad,Neradigonda,Gross areas ,853,1376
2018-2019,Rabi,Adilabad,Bheempur,Gross areas ,144,793
2018-2019,Rabi,Adilabad,Tamsi,Gross areas ,839,2069
2018-2019,Rabi,Adilabad,Talamadugu,Gross areas ,518,1057
